名前,ふりがな,アドレス,性別,年齢,誕生日,婚姻,血液型,都道府県,電話番号,携帯,キャリア,カレーの食べ方
高谷 大五郎,たかや だいごろう,takaya_daigorou@example.com,男,71,1948/9/2,既婚,A型,神奈川県,051-845-8535,080-8575-1214,ドコモ,ぶっかけ・別口派
鹿手袋 恵梨香,しかてぶくろ えりか,shikatebukuro_erika@example.com,女,18,2001/10/4,未婚,B型,東京都,062-128-2101,090-   1-3592,ドコモ,奥ルー・せき止め派
沢尻 草太,さわじり そうた,sawajiri_souta@example.com,男,74,1945/3/14,既婚,A型,愛知県,089-387-8296,080-2692-6682,ソフトバンク,ぶっかけ・せき止め派
大後 優一,おおご ゆういち,oogo_yuuichi@example.com,男,19,2000/6/1,未婚,O型,大阪府,042-564-6048,090-2629-5673,ドコモ,ぶっかけ・ルー攻め派
中野 美帆,なかの みほ,nakano_miho@example.com,女,24,1995/4/11,未婚,A型,東京都,082-975-7570,090-9791-4263,ドコモ,ぶっかけ・せき止め派
筒井 美幸,つつい みゆき,tsutsui_miyuki@example.com,女,23,1996/4/27,既婚,A型,千葉県,015- 24-8360,080-9594-4707,ドコモ,奥ルー・せき止め派
平良 竜也,ひらら たつや,hirara_tatsuya@example.com,男,32,1987/9/9,既婚,A型,福岡県,035-699-5536,090-1060-1609,ソフトバンク,奥ルー・せき止め派
有村 涼,ありむら りょう,arimura_ryou@example.com,女,24,1995/9/26,未婚,B型,愛知県,051-635-2008,090-7967-2605,au,右ルー・ルー攻め派
宇田川 隆之介,うだがわ りゅうのすけ,udagawa_ryuunosuke@example.com,男,56,1963/8/9,既婚,A型,富山県,096-585-8145,080-2499-   3,ドコモ,ぶっかけ・別口派
山中 碧海,やまなか おうが,yamanaka_ouga@example.com,男,38,1981/5/31,未婚,A型,神奈川県,0 9-772-3318,080-8663- 708,ドコモ,ぶっかけ・ルー攻め派
川合 あさみ,かわい あさみ,kawai_asami@example.com,女,63,1956/3/13,既婚,O型,兵庫県,0 7-245-4227,080-9889- 668,ソフトバンク,ぶっかけ・せき止め派
藤井 満,ふじい みつる,fujii_mitsuru@example.com,男,68,1951/4/19,既婚,O型,兵庫県,046-707-5439,090-1991-9449,ドコモ,右ルー・せき止め派
金沢 圭,かねざわ けい,kanezawa_kei@example.com,男,70,1949/12/24,既婚,A型,埼玉県,085- 35-3920,080-6565-8880,ソフトバンク,右ルー・別口派
小泉 明慶,こいずみ あきよし,koizumi_akiyoshi@example.com,男,58,1961/9/10,既婚,A型,兵庫県,030-752-8082,080-6995-7249,ドコモ,奥ルー・せき止め派
土居 美和子,どい みわこ,doi_miwako@example.com,女,76,1943/6/3,既婚,AB型,北海道,045-838-1021,080-9696-9879,ドコモ,右ルー・混ぜ混ぜ派
志賀 さやか,しが さやか,shiga_sayaka@example.com,女,33,1987/1/11,既婚,O型,高知県,026-238-6910,090-6056-2661,ドコモ,ぶっかけ・せき止め派
松本 美幸,まつもと みゆき,matsumoto_miyuki@example.com,女,74,1945/9/20,既婚,O型,東京都,049-225-8778,080-8725-8848,ドコモ,右ルー・ルー攻め派
横川 米蔵,よこかわ よねぞう,yokokawa_yonezou@example.com,男,54,1965/11/16,既婚,A型,香川県,056-  8- 250,090-6839- 251,ドコモ,ぶっかけ・せき止め派
松田 淳子,まつだ あつこ,matsuda_atsuko@example.com,女,54,1965/5/18,既婚,B型,東京都,071-279-6954,080-1245-3069,ドコモ,左ルー・ルー攻め派
西浦 麻緒,にしうら まお,nishiura_mao@example.com,女,44,1975/7/23,既婚,B型,広島県,0 2- 90-4509,080-7885-6329,ソフトバンク,奥ルー・せき止め派
今 ひかり,こん ひかり,kon_hikari@example.com,女,56,1964/1/20,既婚,O型,大阪府,074- 65-8717,080-7539-4333,au,ぶっかけ・別口派
紺野 康文,こんの やすふみ,konno_yasufumi@example.com,男,41,1978/4/6,既婚,AB型,愛知県,041-272-9600,080-2386-5149,ドコモ,ぶっかけ・混ぜ混ぜ派
宇佐美 夏空,うさみ そら,usami_sora@example.com,女,30,1990/1/22,未婚,A型,山口県,069-551-7959,080- 557-7087,ドコモ,左ルー・混ぜ混ぜ派
窪田 真一,くぼた しんいち,kubota_shinichi@example.com,男,35,1985/1/14,既婚,B型,兵庫県,054-254-4868,090-4748-6599,ドコモ,右ルー・ルー攻め派
玉山 剛基,たまやま よしき,tamayama_yoshiki@example.com,男,61,1958/11/7,既婚,AB型,神奈川県,063-305-2363,090-3333-7070,ドコモ,左ルー・せき止め派
福沢 ケンイチ,ふくざわ けんいち,fukuzawa_kenichi@example.com,男,56,1963/12/26,未婚,A型,兵庫県,029-577-3762,090- 928- 590,ドコモ,ぶっかけ・混ぜ混ぜ派
保坂 瞬,ほさか しゅん,hosaka_shun@example.com,女,45,1974/2/16,既婚,O型,東京都,073-827- 123,080-1137-9996,ソフトバンク,左ルー・ナン派
八田 あさみ,やつだ あさみ,yatsuda_asami@example.com,女,24,1995/9/15,既婚,O型,京都府,043-787-3344,090-9669-4438,ドコモ,ぶっかけ・ルー攻め派
植木 璃奈子,うえき りなこ,ueki_rinako@example.com,女,21,1998/10/1,未婚,O型,群馬県,032- 52-3382,080-5361-7679,ドコモ,左ルー・せき止め派
石橋 昴,いしばし すばる,ishibashi_subaru@example.com,男,25,1994/3/19,既婚,A型,新潟県,016-600-4858,090- 454-2973,ドコモ,ぶっかけ・せき止め派
平岡 雄太,ひらおか ゆうた,hiraoka_yuuta@example.com,男,48,1971/5/13,既婚,B型,京都府,085-184-4493,090-5986-4504,ドコモ,左ルー・混ぜ混ぜ派
大城 栄一,おおしろ えいいち,ooshiro_eiichi@example.com,男,33,1986/12/16,既婚,A型,高知県,098-960-6130,090-9939-9734,ドコモ,左ルー・混ぜ混ぜ派
島本 美月,しまもと みづき,shimamoto_miduki@example.com,女,37,1983/1/17,既婚,O型,大阪府,068-605-2006,090-3799-5620,ドコモ,ぶっかけ・せき止め派
浜田 雅之,はまだ まさゆき,hamada_masayuki@example.com,男,59,1960/6/16,既婚,O型,愛知県,027-931-6648,080-9022-2675,ドコモ,左ルー・別口派
岩佐 憲一,いわさ けんいち,iwasa_kenichi@example.com,男,55,1964/3/10,既婚,B型,福井県,013-427-6989,080-4846-9155,ソフトバンク,右ルー・ルー攻め派
山中 朝陽,やまなか あさひ,yamanaka_asahi@example.com,女,27,1992/3/11,未婚,B型,東京都,097-141-3265,080-5216-6825,ソフトバンク,奥ルー・ルー攻め派
奥村 孝太郎,おくむら こうたろう,okumura_koutarou@example.com,男,76,1943/4/4,既婚,O型,和歌山県,075-193-  36,090-1677-6073,au,ぶっかけ・別口派
七瀬 俊介,ななせ しゅんすけ,nanase_shunsuke@example.com,男,54,1965/6/9,既婚,A型,熊本県,057-760-5790,090-9839-1362,ドコモ,左ルー・せき止め派
及川 研二,おいかわ けんじ,oikawa_kenji@example.com,男,35,1984/9/19,未婚,O型,高知県,0 3-666-8614,090-8979- 341,ドコモ,左ルー・ルー攻め派
菅原 みき,すがわら みき,sugawara_miki@example.com,女,30,1989/12/14,既婚,B型,千葉県,078- 51-4416,090- 599-1273,ドコモ,左ルー・せき止め派
池田 恵子,いけだ けいこ,ikeda_keiko@example.com,女,55,1964/11/15,既婚,A型,京都府,031-218-1945,080-4846-4959,ドコモ,ぶっかけ・せき止め派
村井 薫,むらい かおる,murai_kaoru@example.com,女,24,1995/4/6,既婚,A型,茨城県,031-616-1922,090-2447-7024,au,左ルー・せき止め派
長田 照生,ながた てるお,nagata_teruo@example.com,男,65,1954/9/15,既婚,B型,岡山県,020-937-8993,080-9372-9043,au,右ルー・ルー攻め派
金丸 雅彦,かなまる まさひこ,kanamaru_masahiko@example.com,男,24,1995/8/1,未婚,AB型,長野県,066-996- 284,090-3768-2353,au,ぶっかけ・ルー攻め派
末吉 徹,すえきち とおる,suekichi_tooru@example.com,男,77,1942/4/17,既婚,O型,北海道,094-710-3328,080-1652-8513,ドコモ,左ルー・ルー攻め派
梅田 勇一,うめだ ゆういち,umeda_yuuichi@example.com,男,40,1980/1/1,既婚,O型,北海道,084-509-6215,080-6435-7201,ドコモ,ぶっかけ・ルー攻め派
荒木 知史,あらき ともふみ,araki_tomofumi@example.com,男,22,1997/11/9,未婚,A型,愛知県,062-502-4018,090- 505-4770,ドコモ,ぶっかけ・せき止め派
今村 知史,いまむら ともふみ,imamura_tomofumi@example.com,男,39,1980/11/5,既婚,O型,鳥取県,038-960-4260,080-7674-1911,ドコモ,ぶっかけ・ルー攻め派
平川 浩太郎,ひらかわ こうたろう,hirakawa_koutarou@example.com,男,51,1968/12/10,既婚,O型,長崎県,087-423-8913,090-8174-6389,au,右ルー・ルー攻め派
菅原 扶樹,すがわら もとき,sugawara_motoki@example.com,男,60,1959/4/12,既婚,A型,東京都,052-172-1105,090-4958-4837,ドコモ,手前ルー・混ぜ混ぜ派
邑野 翔,むらの しょう,murano_shou@example.com,男,67,1952/3/25,既婚,B型,東京都,0 5-434-1981,080-2538-3138,ドコモ,右ルー・別口派
浅利 知世,あさり ちせ,asari_chise@example.com,女,62,1957/5/23,既婚,A型,神奈川県,047-961-8204,090-4717-1735,au,ぶっかけ・せき止め派
武 徹,たけ とおる,take_tohru@example.com,男,18,2001/9/15,未婚,O型,長崎県,024-903-3848,090-6343-8317,ソフトバンク,ぶっかけ・せき止め派
村上 光,むらかみ ひかる,murakami_hikaru@example.com,女,55,1964/11/21,既婚,AB型,静岡県,043-639-9725,090-2905-7371,au,ぶっかけ・別口派
矢野 明,やの あきら,yano_akira@example.com,男,22,1997/11/1,未婚,B型,埼玉県,011-783-5181,080-   6-3235,ソフトバンク,ぶっかけ・せき止め派
橋本 竜也,はしもと たつや,hashimoto_tatsuya@example.com,男,58,1961/8/19,既婚,A型,兵庫県,051-444-5950,090- 730-1574,ドコモ,左ルー・混ぜ混ぜ派
石原 杏,いしはら あん,ishihara_ann@example.com,女,35,1984/7/24,未婚,A型,埼玉県,014-408- 233,080-7471-4047,ソフトバンク,左ルー・ルー攻め派
三島 かおり,みしま かおり,mishima_kaori@example.com,女,25,1994/5/21,既婚,O型,佐賀県,092-611-9268,090-9503- 583,ドコモ,奥ルー・別口派
浜崎 竜也,はまさき たつや,hamasaki_tatsuya@example.com,男,51,1968/10/25,既婚,B型,香川県,091-239-8216,080-5645-1859,au,ぶっかけ・せき止め派
石田 茜,いしだ あかね,ishida_akane@example.com,女,71,1948/2/18,既婚,O型,茨城県,013-280- 387,090-8519-3777,au,奥ルー・ルー攻め派
篠崎 精児,しのざき せいじ,shinozaki_seiji@example.com,男,61,1959/2/4,既婚,A型,北海道,056-994-2963,090-1098-6067,ドコモ,ぶっかけ・ルー攻め派
奥野 完爾,おくの かんじ,okuno_kanji@example.com,男,78,1941/4/8,既婚,AB型,兵庫県,074-501- 485,090-9635- 515,ドコモ,左ルー・ルー攻め派
佐古 聖陽,さこ まさあき,sako_masaaki@example.com,男,30,1989/3/10,未婚,O型,埼玉県,070-620-4684,080-7997-6959,ドコモ,右ルー・ルー攻め派
高島 美佐子,たかしま みさこ,takashima_misako@example.com,女,33,1986/6/11,未婚,B型,長野県,098-955-8024,090-  18-7982,au,ぶっかけ・別口派
寺島 惇,てらしま じゅん,terashima_jun@example.com,男,23,1996/4/27,未婚,A型,山梨県,094-764-5265,090-1479-9883,au,ぶっかけ・ルー攻め派
堤 一,つつみ はじめ,tsutsumi_hajime@example.com,男,53,1966/8/1,既婚,O型,新潟県,039-433-5796,090-8153-1120,au,ぶっかけ・ルー攻め派
井川 璃子,いがわ りこ,igawa_riko@example.com,女,77,1942/8/15,既婚,A型,埼玉県,079-224-9968,090- 775-5532,ドコモ,左ルー・ルー攻め派
市川 信輔,いちかわ しんすけ,ichikawa_shinsuke@example.com,男,66,1953/6/25,既婚,A型,岩手県,099-  3-6140,080-2091-7203,ドコモ,ぶっかけ・混ぜ混ぜ派
野原 愛梨,のはら あいり,nohara_airi@example.com,女,18,2001/4/1,既婚,O型,山形県,017- 52- 992,080-1496-9246,ドコモ,左ルー・別口派
畠山 達士,はたやま たつひと,hatayama_tatsuhito@example.com,男,59,1960/9/2,既婚,B型,神奈川県,059-421-1160,080-9449-2267,ドコモ,ぶっかけ・別口派
稲葉 景子,いなば けいこ,inaba_keiko@example.com,女,66,1953/4/18,既婚,A型,群馬県,034-717-5460,080-8808-7699,ドコモ,ぶっかけ・混ぜ混ぜ派
杉本 あき,すぎもと あき,sugimoto_aki@example.com,女,55,1964/4/12,既婚,A型,神奈川県,0 8-533-5622,080-5378-1476,au,ぶっかけ・混ぜ混ぜ派
久野 竜次,ひさの りゅうじ,hisano_ryuuji@example.com,男,22,1997/2/18,既婚,O型,愛知県,041-565-2175,090-5838-4328,ドコモ,右ルー・せき止め派
金山 瞬,かなやま しゅん,kanayama_shun@example.com,女,25,1994/11/1,未婚,A型,石川県,086-541-4843,080-1868-3188,au,奥ルー・混ぜ混ぜ派
新谷 丈雄,あらや たけお,araya_takeo@example.com,男,45,1974/5/18,既婚,B型,神奈川県,093-611-4654,090-8743-9898,au,別盛り・ナン派
津田 明,つだ あきら,tsuda_akira@example.com,男,70,1949/7/15,既婚,B型,北海道,025-830-9969,080-4910-5244,au,左ルー・混ぜ混ぜ派
小峰 あい,こみね あい,komine_ai@example.com,女,51,1969/1/3,未婚,AB型,福岡県,057-601-1772,090-3374-1596,ソフトバンク,ぶっかけ・せき止め派
松原 隆太,まつばら りゅうた,matsubara_ryuuta@example.com,男,41,1978/10/17,既婚,B型,東京都,090-595-7396,080-5883-4435,ソフトバンク,左ルー・ルー攻め派
青山 敦,あおやま あつし,aoyama_atsushi@example.com,男,74,1945/4/17,既婚,A型,大阪府,090-857-1874,080-4675-4703,ツーカー,手前ルー・ルー攻め派
栗山 淳子,くりやま あつこ,kuriyama_atsuko@example.com,女,53,1966/8/29,既婚,B型,秋田県,056-429-1706,080-  13-2941,ドコモ,ぶっかけ・せき止め派
飯塚 雅功,いいづか まさとし,iiduka_masatoshi@example.com,男,66,1953/6/21,既婚,AB型,兵庫県,058-787-1453,090-8905-1099,au,左ルー・せき止め派
萩原 杏,はぎわら あん,hagiwara_ann@example.com,女,40,1979/12/28,未婚,O型,愛知県,049-116-7271,080-3044-6927,ソフトバンク,左ルー・ルー攻め派
天野 明慶,あまの あきよし,amano_akiyoshi@example.com,男,42,1977/3/26,既婚,B型,愛媛県,042-819-2253,090-7631-1812,ソフトバンク,右ルー・別口派
青山 亮,あおやま りょう,aoyama_ryou@example.com,男,51,1969/2/5,既婚,O型,長野県,047-422-9531,080-3811-3623,ソフトバンク,左ルー・せき止め派
大山 だん吉,おおやま だんきち,ooyama_dankichi@example.com,男,55,1964/3/4,既婚,B型,福井県,073-322-6904,080-9984-2359,ドコモ,ぶっかけ・混ぜ混ぜ派
飯野 光,いいの ひかる,iino_hikaru@example.com,男,31,1988/8/19,既婚,O型,京都府,097-918-1222,090-2502-7730,ドコモ,左ルー・せき止め派
中井 豊,なかい ゆたか,nakai_yutaka@example.com,男,55,1964/9/21,既婚,A型,大阪府,053-967-6316,080-9631-5657,ソフトバンク,右ルー・せき止め派
吉永 くるみ,よしなが くるみ,yoshinaga_kurumi@example.com,女,50,1969/6/24,未婚,AB型,千葉県,026-243-7124,090-6489-9627,ドコモ,ぶっかけ・別口派
大畑 彩,おおはた あや,oohata_aya@example.com,女,68,1951/7/13,既婚,A型,京都府,078-768-1055,090-7850-5576,ソフトバンク,ぶっかけ・混ぜ混ぜ派
奥村 憲史,おくむら のりひと,okumura_norihito@example.com,男,30,1989/2/26,既婚,A型,大阪府,097-721-6514,080-5501-7977,ドコモ,右ルー・ルー攻め派
今 ケンイチ,こん けんいち,kon_kenichi@example.com,男,75,1944/3/24,既婚,AB型,岐阜県,079-545-3031,090-4867-6670,ドコモ,左ルー・ルー攻め派
金子 礼子,かねこ れいこ,kaneko_reiko@example.com,女,72,1947/6/28,既婚,A型,北海道,061- 14-1020,090-3971-7509,ドコモ,左ルー・混ぜ混ぜ派
鈴木 三郎,すずき さぶろう,suzuki_saburou@example.com,男,80,1939/2/26,既婚,B型,愛知県,095-609-2183,080-7426-2967,ドコモ,ぶっかけ・ナン派
前田 路子,まえだ みちこ,maeda_michiko@example.com,女,43,1976/4/6,既婚,A型,大阪府,018-887-6573,090-8859- 813,ドコモ,ぶっかけ・せき止め派
武井 えみ,たけい えみ,takei_emi@example.com,女,47,1972/5/31,既婚,B型,千葉県,087- 26-2343,090-2932-9900,ドコモ,手前ルー・別口派
石田 愛,いしだ あい,ishida_ai@example.com,女,37,1982/11/23,既婚,A型,山梨県,084-118-4834,080-4587-8114,ソフトバンク,奥ルー・ルー攻め派
白井 ひとみ,しらい ひとみ,shirai_hitomi@example.com,女,32,1987/9/3,既婚,B型,岐阜県,055-424-5609,080-8924-2545,ドコモ,奥ルー・ルー攻め派
釈 みゆき,しゃく みゆき,shaku_miyuki@example.com,女,80,1939/8/31,既婚,O型,神奈川県,089-443-4225,090-3479-4667,ソフトバンク,ぶっかけ・ルー攻め派
大島 丈雄,おおしま たけお,ooshima_takeo@example.com,男,41,1978/7/27,既婚,A型,新潟県,058-164-7500,090-7906- 873,ソフトバンク,ぶっかけ・ルー攻め派
飯田 礼子,いいだ れいこ,iida_reiko@example.com,女,67,1952/12/15,既婚,B型,栃木県,044-857-8910,090- 967-9551,ドコモ,左ルー・せき止め派
諏訪 涼子,すわ りょうこ,suwa_ryouko@example.com,女,24,1995/7/15,未婚,A型,福島県,011-638-7097,090-9173-6530,ドコモ,右ルー・混ぜ混ぜ派
重松 莉沙,しげまつ りさ,shigematsu_risa@example.com,女,69,1950/8/3,既婚,O型,神奈川県,076-415-8688,080-7017-5675,ドコモ,ぶっかけ・ルー攻め派
前田 愛子,まえだ あいこ,maeda_aiko@example.com,女,26,1993/7/14,既婚,A型,熊本県,045-551-1313,090-7137-1646,au,左ルー・せき止め派
芳賀 あき,はが あき,haga_aki@example.com,女,41,1978/8/24,既婚,O型,北海道,092-415-3193,080-5574-4794,ドコモ,右ルー・ルー攻め派
藤井 しぼり,ふじい しぼり,fujii_shibori@example.com,女,22,1997/9/18,未婚,O型,広島県,068-940-3750,090-9997- 765,ドコモ,ぶっかけ・ルー攻め派
西井 樹里,にしい じゅり,nishii_juri@example.com,女,62,1957/12/17,既婚,B型,東京都,023-854-7859,080-3526-9812,ソフトバンク,右ルー・混ぜ混ぜ派
新村 秀樹,にいむら ひでき,niimura_hideki@example.com,男,19,2000/7/4,未婚,O型,埼玉県,055-722- 954,090-9682-2129,ソフトバンク,左ルー・ルー攻め派
川口 りえ,かわぐち りえ,kawaguchi_rie@example.com,女,32,1987/11/28,既婚,O型,三重県,065-361- 557,080-3920-9220,ドコモ,左ルー・混ぜ混ぜ派
吹石 あさみ,ふきいし あさみ,fukiishi_asami@example.com,女,77,1942/12/19,既婚,B型,福井県,010-999-5640,080-1705-3490,ドコモ,奥ルー・混ぜ混ぜ派
内藤 礼子,ないとう れいこ,naitou_reiko@example.com,女,51,1968/11/28,既婚,O型,福島県,088-909-5599,090-1267- 655,ドコモ,ぶっかけ・せき止め派
金谷 優,かなや ゆう,kanaya_yuu@example.com,女,57,1963/1/5,既婚,B型,神奈川県,058-560-6908,080-5364-3078,ソフトバンク,左ルー・せき止め派
小口 勝久,おぐち かつひさ,oguchi_katsuhisa@example.com,男,46,1973/4/18,既婚,B型,岡山県,081-377-3157,090-5325-1819,au,左ルー・別口派
長谷 陽子,ながや ようこ,nagaya_youko@example.com,女,56,1963/8/1,既婚,O型,青森県,079-724-3297,080-4226-8736,ドコモ,手前ルー・せき止め派
宮田 敦,みやた あつし,miyata_atsushi@example.com,男,80,1939/5/8,既婚,O型,奈良県,020-979-1395,090- 730-8743,au,右ルー・ルー攻め派
劇団 染五郎,げきだん そめごろう,gekidan_somegorou@example.com,男,27,1992/4/18,既婚,B型,岡山県,074-290-1950,090-5234-7786,ソフトバンク,左ルー・せき止め派
綾小路 マサカズ,あやのこうじ まさかず,ayanokouji_masakazu@example.com,男,28,1991/4/5,既婚,O型,東京都,028-861-4935,090-2755-3306,ドコモ,手前ルー・ルー攻め派
吉野 友香,よしの ともか,yoshino_tomoka@example.com,女,26,1993/8/24,既婚,O型,群馬県,035-924-3158,080-6078-5198,ソフトバンク,ぶっかけ・別口派
山西 さとみ,やまにし さとみ,yamanishi_satomi@example.com,女,35,1984/6/10,既婚,B型,大阪府,032-446-4126,080-2660-7759,ドコモ,ぶっかけ・ルー攻め派
平 信輔,たいら しんすけ,taira_shinsuke@example.com,男,49,1970/10/24,既婚,A型,岡山県,077-915-1007,080-5739-2256,ドコモ,右ルー・ルー攻め派
合田 菜摘,あいだ なつみ,aida_natsumi@example.com,女,18,2001/3/19,未婚,A型,愛知県,047-497-4501,090-9358- 684,au,右ルー・ナン派
大矢 さゆり,おおや さゆり,ooya_sayuri@example.com,女,38,1981/6/11,既婚,A型,山形県,094-489-3738,090- 995-8377,ドコモ,奥ルー・せき止め派
原 朝香,はら あさか,hara_asaka@example.com,女,80,1939/12/23,既婚,A型,東京都,082-212-2287,080-3644-6288,au,ぶっかけ・混ぜ混ぜ派
田村 未來,たむら みらい,tamura_mirai@example.com,女,29,1990/2/24,既婚,O型,大分県,072-146-7648,080-5150-6540,au,ぶっかけ・ルー攻め派
葛西 ノブヒコ,かさい のぶひこ,kasai_nobuhiko@example.com,男,22,1997/11/24,既婚,O型,兵庫県,012-558-8985,090-3366-8684,ドコモ,ぶっかけ・ルー攻め派
満島 愛,みつしま あい,mitsushima_ai@example.com,女,54,1965/3/30,既婚,B型,東京都,053-571-9448,090-4564-5849,ソフトバンク,左ルー・せき止め派
大倉 祐基,おおくら ゆうき,ookura_yuuki@example.com,男,73,1946/5/1,既婚,O型,埼玉県,036-229-4848,080-9262- 385,au,別盛り・せき止め派
大泉 和久,おおいずみ かずひさ,ooizumi_kazuhisa@example.com,男,52,1967/5/25,既婚,A型,兵庫県,047-724-4939,090-8611-8549,au,ぶっかけ・別口派
柴田 惇,しばた じゅん,shibata_jun@example.com,男,78,1941/7/12,既婚,B型,兵庫県,077-668-6689,080-6264-6363,ドコモ,左ルー・せき止め派
野原 麻緒,のはら まお,nohara_mao@example.com,女,76,1943/8/3,既婚,O型,東京都,084-467-9290,080-4197- 862,ドコモ,左ルー・せき止め派
伊沢 雅彦,いざわ まさひこ,izawa_masahiko@example.com,男,30,1990/2/2,未婚,O型,埼玉県,074-335-2437,080- 478-5686,ソフトバンク,左ルー・ルー攻め派
石坂 愛菜,いしざか あいな,ishizaka_aina@example.com,女,54,1965/8/28,既婚,O型,神奈川県,087-346-9062,080-9843-1830,ツーカー,別盛り・ルー攻め派
増田 ケンイチ,ますだ けんいち,masuda_kenichi@example.com,男,73,1947/1/10,既婚,O型,大阪府,072-527-4486,080-3091-1199,au,ぶっかけ・せき止め派
上原 仁晶,うえはら ひろあき,uehara_hiroaki@example.com,男,78,1941/3/14,既婚,AB型,東京都,083-891-2925,080-7449-2214,ドコモ,奥ルー・混ぜ混ぜ派
奥田 美智子,おくだ みちこ,okuda_michiko@example.com,女,78,1941/3/4,既婚,A型,東京都,089-789- 360,080-2692-1018,au,左ルー・混ぜ混ぜ派
石原 希,いしはら のぞみ,ishihara_nozomi@example.com,女,42,1978/2/8,既婚,B型,熊本県,027-999-2313,090-3698-8968,ドコモ,左ルー・ルー攻め派
楠 敏也,くすのき としや,kusunoki_toshiya@example.com,男,56,1963/4/15,既婚,O型,北海道,013-730- 932,090-2313-2206,ドコモ,別盛り・せき止め派
川田 璃奈子,かわた りなこ,kawata_rinako@example.com,女,19,2000/5/3,未婚,B型,北海道,075-870-3640,090-8309-1786,au,左ルー・せき止め派
乾 仁,いぬい じん,inui_jin@example.com,男,21,1998/12/14,未婚,A型,宮城県,0 2-389-8500,090-2658-1639,au,ぶっかけ・ルー攻め派
多岐川 希,たきがわ のぞみ,takigawa_nozomi@example.com,女,71,1948/4/30,既婚,O型,岐阜県,051-513-5961,080-6003-6048,ドコモ,ぶっかけ・せき止め派
尾崎 さんま,おざき さんま,ozaki_sanma@example.com,男,79,1940/4/9,既婚,O型,香川県,0 3-678-3147,090-5329-8915,au,右ルー・別口派
矢田 秀樹,やだ ひでき,yada_hideki@example.com,男,27,1992/4/26,既婚,A型,石川県,098- 89-4301,090-2508-9883,ドコモ,右ルー・ルー攻め派
横井 千夏,よこい ちなつ,yokoi_chinatsu@example.com,女,55,1964/6/8,既婚,A型,神奈川県,098-556-8822,090-1407-6042,ソフトバンク,左ルー・別口派
真田 隼士,さなだ しゅんじ,sanada_shunji@example.com,男,32,1987/9/12,既婚,O型,東京都,072-133-3353,080-  23-2214,ドコモ,左ルー・別口派
土居 祐基,どい ゆうき,doi_yuuki@example.com,男,43,1977/1/26,既婚,O型,埼玉県,056-720-1121,080-9059-9717,ソフトバンク,左ルー・ルー攻め派
沖田 寛,おきた ひろし,okita_hiroshi@example.com,男,65,1954/8/21,既婚,O型,徳島県,041-939-9437,080-9761-1050,ドコモ,左ルー・ナン派
三枝 まさし,さんし まさし,sannshi_masashi@example.com,男,39,1980/9/10,既婚,A型,沖縄県,097-138-7123,080- 665-8054,ドコモ,手前ルー・せき止め派
黒川 仁晶,くろかわ ひろあき,kurokawa_hiroaki@example.com,男,77,1942/4/3,既婚,O型,愛知県,084-283-4404,090-3100-3273,ドコモ,ぶっかけ・ルー攻め派
上原 季衣,うえはら としえ,uehara_toshie@example.com,女,68,1951/10/8,既婚,A型,千葉県,035-168-7707,080-6332-3831,ドコモ,左ルー・混ぜ混ぜ派
池谷 恵梨香,いけたに えりか,iketani_erika@example.com,女,41,1978/11/15,既婚,O型,千葉県,058-804- 947,080-8740-4400,ドコモ,ぶっかけ・ルー攻め派
吉岡 圭,よしおか けい,yoshioka_kei@example.com,男,36,1983/10/20,既婚,B型,東京都,057-542- 235,090-1455-6386,ソフトバンク,左ルー・ルー攻め派
哀川 愛菜,あいかわ あいな,aikawa_aina@example.com,女,48,1971/5/19,既婚,A型,岡山県,043-832-5923,080-1231-3508,au,左ルー・混ぜ混ぜ派
谷川 茂樹,たにかわ しげき,tanikawa_shigeki@example.com,男,44,1975/10/22,既婚,B型,大阪府,083-957-2827,080-7667-7749,ドコモ,奥ルー・混ぜ混ぜ派
曽根 育二,そね いくじ,sone_ikuji@example.com,男,79,1940/5/18,既婚,AB型,滋賀県,031- 94-1541,090-4639-6364,ドコモ,左ルー・混ぜ混ぜ派
福沢 雅之,ふくざわ まさゆき,fukuzawa_masayuki@example.com,男,66,1953/9/20,既婚,A型,東京都,019-301-3898,080-1263-8423,ドコモ,ぶっかけ・ルー攻め派
秋元 扶樹,あきもと もとき,akimoto_motoki@example.com,男,72,1948/1/3,既婚,O型,東京都,056-730-9725,090-3258-4666,ドコモ,左ルー・せき止め派
井本 まみ,いもと まみ,imoto_mami@example.com,女,35,1984/4/21,未婚,A型,北海道,035- 82-2219,090-9280-3677,ソフトバンク,ぶっかけ・混ぜ混ぜ派
山下 菊生,やました きくお,yamashita_kikuo@example.com,男,18,2001/10/31,未婚,O型,福岡県,051-714-4842,080-6508-5550,au,ぶっかけ・ルー攻め派
黒川 美和子,くろかわ みわこ,kurokawa_miwako@example.com,女,20,1999/10/13,既婚,A型,岡山県,058-815-6225,080-5963-8435,ドコモ,手前ルー・せき止め派
久米 健,くめ けん,kume_ken@example.com,男,65,1954/3/28,既婚,A型,栃木県,053- 62-5306,080-2656-2363,au,ぶっかけ・せき止め派
花田 美佳,はなだ みか,hanada_mika@example.com,女,23,1997/2/7,未婚,O型,神奈川県,081-102-1392,080-8375-2661,ソフトバンク,左ルー・混ぜ混ぜ派
