名前,ふりがな,アドレス,性別,年齢,誕生日,婚姻,血液型,都道府県,電話番号,携帯,キャリア,カレーの食べ方
勝又 エリカ,かつまた えりか,katsumata_erika@example.com,女,31,1989/1/5,既婚,B型,京都府,068-708-3110,080-5396-9033,ソフトバンク,左ルー・ルー攻め派
半田 さやか,はんだ さやか,hannda_sayaka@example.com,女,32,1987/10/5,既婚,A型,兵庫県,032-506-2232,080-8646-9925,ドコモ,右ルー・混ぜ混ぜ派
岩淵 亮介,いわぶち りょうすけ,iwabuchi_ryousuke@example.com,男,28,1991/7/23,既婚,O型,島根県,073-962- 359,090-4599-1599,au,左ルー・せき止め派
森山 マサカズ,もりやま まさかず,moriyama_masakazu@example.com,男,44,1975/8/1,既婚,A型,千葉県,096- 47-6322,080-6849-1082,ドコモ,左ルー・混ぜ混ぜ派
河西 宏行,かわにし ひろゆき,kawanishi_hiroyuki@example.com,男,73,1946/9/17,既婚,O型,島根県,035-976-4614,090-6147-4368,ドコモ,ぶっかけ・ルー攻め派
黒川 惇,くろかわ あつし,kurokawa_atsushi@example.com,男,85,1934/6/13,既婚,A型,宮城県,063-673-6703,080-7138-8959,ドコモ,手前ルー・別口派
桜井 寛,さくらい ひろし,sakurai_hiroshi@example.com,男,77,1943/2/5,既婚,A型,東京都,038-917-9362,090-5823-1016,ドコモ,ぶっかけ・別口派
足立 賢治,あだち けんじ,adachi_kenji@example.com,男,22,1997/9/4,未婚,O型,北海道,060-580- 344,090-4512-6946,ドコモ,手前ルー・ルー攻め派
河田 あき,かわた あき,kawata_aki@example.com,女,84,1935/5/23,既婚,A型,千葉県,088-755-8633,080-6935-4885,ドコモ,左ルー・混ぜ混ぜ派
田中 博明,たなか ひろあき,tanaka_hiroaki@example.com,男,38,1981/7/29,既婚,B型,愛媛県,043-779-6697,080-4875-8971,au,左ルー・せき止め派
桜井 克実,さくらい かつみ,sakurai_katsumi@example.com,男,60,1959/8/25,既婚,A型,秋田県,082-654-9976,080-7832-3532,ドコモ,ぶっかけ・せき止め派
吉井 陽子,よしい ようこ,yoshii_youko@example.com,女,28,1991/11/17,既婚,O型,神奈川県,096-537-1708,090-9823-9417,ドコモ,左ルー・別口派
吉井 美咲,よしい みさき,yoshii_misaki@example.com,女,72,1948/1/17,既婚,O型,大阪府,075-789-5205,080- 516-4262,ドコモ,ぶっかけ・別口派
城咲 俊介,しろさき しゅんすけ,shirosaki_shunsuke@example.com,男,59,1960/9/25,既婚,O型,神奈川県,027-148-  33,080- 209-8311,ドコモ,ぶっかけ・せき止め派
篠田 将也,しのだ まさや,shinoda_masaya@example.com,男,70,1950/1/27,既婚,A型,京都府,033-896-7429,090-4706-9272,ドコモ,手前ルー・せき止め派
芹沢 あさみ,せりざわ あさみ,serizawa_asami@example.com,女,60,1960/1/26,未婚,O型,愛知県,081-852-8001,090-4703-7224,ドコモ,左ルー・混ぜ混ぜ派
神山 孝太郎,かみやま こうたろう,kamiyama_koutarou@example.com,男,10,2010/1/8,未婚,A型,滋賀県,074-371- 783,090- 346-7686,ドコモ,左ルー・ルー攻め派
岡田 聖陽,おかだ まさあき,okada_masaaki@example.com,男,47,1972/8/28,既婚,O型,東京都,021-157- 602,090-6086-5475,au,手前ルー・別口派
江口 杏,えぐち あん,eguchi_ann@example.com,女,53,1966/3/23,既婚,O型,奈良県,017-  5-9462,090-9673-8725,au,左ルー・ルー攻め派
牧田 淳,まきた あつし,makita_atsushi@example.com,男,61,1958/8/15,既婚,B型,静岡県,028- 28-8944,080- 391-9835,ドコモ,ぶっかけ・せき止め派
山田 遥,やまだ はるか,yamada_haruka@example.com,女,24,1995/4/2,未婚,AB型,埼玉県,084-518-1269,090-6462-8696,au,手前ルー・ルー攻め派
西岡 しほり,にしおか しほり,nishioka_shihori@example.com,女,21,1998/7/17,未婚,A型,福岡県,012-218-6731,090- 263-3753,ソフトバンク,ぶっかけ・別口派
宇都宮 誠一,うつのみや せいいち,utsunomiya_seiichi@example.com,男,19,2000/10/29,未婚,O型,石川県,0 6- 90- 348,090-5300-7093,ドコモ,右ルー・せき止め派
宮迫 照生,みやさこ てるお,miyasako_teruo@example.com,男,40,1979/3/8,既婚,O型,鹿児島県,040-611-1426,080-5811-8858,ドコモ,ぶっかけ・せき止め派
北原 しぼり,きたはら しぼり,kitahara_shibori@example.com,女,32,1987/10/12,既婚,O型,福島県,054-593-6991,080-5152-6615,ドコモ,ぶっかけ・せき止め派
大坪 佳乃,おおつぼ よしの,ootsubo_yoshino@example.com,女,64,1955/3/18,既婚,O型,岐阜県,053-769- 673,080-3354-9896,au,ぶっかけ・せき止め派
立石 晴臣,たちいし はるおみ,tachiishi_haruomi@example.com,男,78,1941/4/5,既婚,A型,福島県,046-118-7869,090-1804- 959,au,ぶっかけ・ルー攻め派
外山 惇,そとやま あつし,sotoyama_atsushi@example.com,男,57,1962/11/1,既婚,A型,茨城県,083-124-3847,080-2776-5997,au,左ルー・混ぜ混ぜ派
入江 丈史,いりえ たけし,irie_takeshi@example.com,男,35,1984/6/13,既婚,A型,奈良県,079-887-8517,090-4127-5293,ドコモ,手前ルー・せき止め派
金丸 美和子,かなまる みわこ,kanamaru_miwako@example.com,女,51,1968/2/26,既婚,AB型,福島県,024-277-2543,080-4914-4096,ドコモ,ぶっかけ・ルー攻め派
白石 良介,しらいし りょうすけ,shiraishi_ryousuke@example.com,男,21,1998/10/3,既婚,A型,石川県,086-933-8721,080-6764-7323,ドコモ,ぶっかけ・ナン派
越智 知世,おち ちせ,ochi_chise@example.com,女,31,1988/10/15,既婚,B型,福岡県,089-637-7244,080-9974- 277,ソフトバンク,ぶっかけ・ルー攻め派
石黒 浩太郎,いしぐろ こうたろう,ishiguro_koutarou@example.com,男,84,1935/8/22,既婚,A型,静岡県,079-299-2073,080-5174-4321,au,奥ルー・混ぜ混ぜ派
中島 礼子,なかしま れいこ,nakashima_reiko@example.com,女,40,1979/9/18,既婚,A型,埼玉県,073-210-6562,090-9865-1380,ドコモ,手前ルー・混ぜ混ぜ派
永島 満,ながしま みつる,nagashima_mitsuru@example.com,男,71,1948/3/9,既婚,B型,島根県,023- 19-5754,090-4307- 616,au,別盛り・ナン派
横田 三省,よこた さんせい,yokota_sansei@example.com,男,23,1996/12/21,未婚,O型,青森県,030-623-8347,080-9969-5694,au,右ルー・ルー攻め派
奥田 信吾,おくだ しんご,okuda_shingo@example.com,男,11,2009/2/7,未婚,A型,兵庫県,093-446-7394,090-7140-1531,ドコモ,奥ルー・混ぜ混ぜ派
榎本 美帆,えのもと みほ,enomoto_miho@example.com,女,37,1982/5/27,未婚,B型,長野県,091- 63-9530,090-7953-6724,ドコモ,左ルー・別口派
松尾 美智子,まつお みちこ,matsuo_michiko@example.com,女,65,1954/2/23,既婚,A型,東京都,050-304- 135,090-1871-4134,au,ぶっかけ・せき止め派
田淵 聡,たぶち さとし,tabuchi_satoshi@example.com,男,18,2001/6/25,未婚,B型,長崎県,014-428-5555,080-5101-8569,ドコモ,奥ルー・ナン派
石黒 碧海,いしぐろ おうが,ishiguro_ouga@example.com,男,83,1936/5/12,既婚,B型,千葉県,050-341-9783,080-5030-5435,ソフトバンク,左ルー・別口派
長瀬 耕司,ながせ こうじ,nagase_kouji@example.com,男,70,1949/10/20,既婚,A型,大阪府,039-525-8185,080- 839-1629,au,左ルー・ナン派
市村 仁,いちむら じん,ichimura_jin@example.com,男,16,2003/9/27,未婚,A型,奈良県,045-455-6038,090-7715-3618,ドコモ,右ルー・ルー攻め派
桜井 和久,さくらい かずひさ,sakurai_kazuhisa1@example.com,男,59,1960/8/27,既婚,O型,北海道,026-737-2033,090-7228-8971,au,右ルー・混ぜ混ぜ派
瀬戸 サンタマリア,せと さんたまりあ,seto_stmaria@example.com,女,28,1992/2/3,既婚,A型,愛知県,0 1- 76-2566,080-4205-1428,ドコモ,ぶっかけ・ルー攻め派
関 聡,せき さとし,seki_satoshi@example.com,男,82,1937/6/13,既婚,B型,東京都,0 2-297-7897,090-5939-5328,ドコモ,左ルー・混ぜ混ぜ派
大井 明,おおい あきら,ooi_akira@example.com,男,52,1967/5/19,既婚,O型,京都府,015-541-3903,090-4374-6790,ドコモ,左ルー・せき止め派
志田 まさみ,しだ まさみ,shida_masami@example.com,女,73,1946/10/25,既婚,B型,宮城県,091- 30-8374,090- 397-9087,ソフトバンク,右ルー・ルー攻め派
板垣 博明,いたがき ひろあき,itagaki_hiroaki@example.com,男,73,1946/5/12,既婚,AB型,東京都,097-163-9772,080-8947-9983,au,左ルー・ナン派
宍戸 勤,ししど つとむ,shishido_tsutomu@example.com,男,54,1965/9/23,既婚,A型,東京都,0 8-917-3951,080-5516- 683,ドコモ,ぶっかけ・別口派
明石家 早織,あかしや さおり,akashiya_saori@example.com,女,12,2007/7/4,未婚,B型,埼玉県,042-517-9058,090-9882- 166,ドコモ,手前ルー・混ぜ混ぜ派
馬場 栄一,ばば えいいち,baba_eiichi@example.com,男,19,2001/1/18,既婚,O型,福岡県,094-941-8786,080-4361-1015,ドコモ,左ルー・別口派
原 なつみ,はら なつみ,hara_natsumi@example.com,女,55,1964/2/23,既婚,A型,兵庫県,058- 85-9992,080- 580-6045,ソフトバンク,左ルー・ルー攻め派
谷本 美紀,たにもと みき,tanimoto_miki@example.com,女,73,1946/9/7,既婚,A型,宮崎県,016-566-4241,080-9003-2834,ドコモ,奥ルー・せき止め派
小口 はるみ,おぐち はるみ,oguchi_harumi@example.com,女,11,2008/5/2,未婚,B型,埼玉県,055-461-5081,080-4548-4439,au,左ルー・混ぜ混ぜ派
佐野 有海,さの あみ,sano_ami@example.com,女,16,2003/8/16,未婚,A型,宮城県,084-723-1201,080-4608-8850,ドコモ,奥ルー・混ぜ混ぜ派
三井 竜也,みつい たつや,mitsui_tatsuya@example.com,男,44,1975/5/28,既婚,A型,栃木県,024- 80-7558,080-3964-9312,ドコモ,奥ルー・混ぜ混ぜ派
塩谷 菜々美,しおたに ななみ,shiotani_nanami1@example.com,女,60,1959/4/1,既婚,B型,群馬県,038-440-9145,080-7336-7112,ドコモ,ぶっかけ・せき止め派
川原 雅之,かわはら まさゆき,kawahara_masayuki@example.com,男,41,1978/9/17,既婚,A型,大阪府,098-343-9239,080-1739- 214,ドコモ,左ルー・混ぜ混ぜ派
本間 桃子,ほんま ももこ,honnma_momoko@example.com,女,76,1943/11/21,既婚,O型,大分県,0 7-148- 447,090-2445-3122,ソフトバンク,ぶっかけ・せき止め派
松谷 勤,まつたに つとむ,matsutani_tsutomu@example.com,男,26,1993/5/19,既婚,B型,北海道,061-827-2592,080-1352-6400,ソフトバンク,手前ルー・せき止め派
菅沼 りえ,すがぬま りえ,suganuma_rie@example.com,女,62,1958/1/5,既婚,A型,広島県,059- 94-8016,080-9585-3932,ドコモ,左ルー・混ぜ混ぜ派
川野 満,かわの みつる,kawano_mitsuru@example.com,男,16,2003/8/13,未婚,O型,埼玉県,076-306- 660,090-4229-4609,ドコモ,ぶっかけ・ルー攻め派
山岡 将也,やまおか まさや,yamaoka_masaya@example.com,男,58,1961/10/15,既婚,A型,佐賀県,099- 94- 363,090-7431-6662,au,ぶっかけ・ルー攻め派
島袋 真奈美,しまぶくろ まなみ,shimabukuro_manami@example.com,女,61,1958/6/20,既婚,O型,東京都,030-873-6369,090-6861- 135,ドコモ,ぶっかけ・別口派
北島 りえ,きたじま りえ,kitajima_rie@example.com,女,25,1994/10/29,未婚,A型,福岡県,082-630-9163,090-4599-9667,ドコモ,奥ルー・せき止め派
恩田 美嘉,おんだ みか,onnda_mika@example.com,女,64,1955/5/8,既婚,O型,奈良県,018- 45-9313,080-6188-5746,ソフトバンク,左ルー・ルー攻め派
矢口 桃子,やぐち ももこ,yaguchi_momoko@example.com,女,17,2002/3/3,未婚,O型,熊本県,0  -821-1879,080-6847-8098,au,手前ルー・別口派
出口 丈史,でぐち たけし,deguchi_takeshi@example.com,男,14,2005/6/27,未婚,O型,新潟県,064-818-6915,080-2092-3711,au,左ルー・ナン派
福山 翔太,ふくやま しょうた,fukuyama_shouta@example.com,男,41,1978/8/3,既婚,O型,大阪府,025-722- 458,080-7214-8860,ドコモ,左ルー・混ぜ混ぜ派
奥貫 利夫,おくぬき としお,okunuki_toshio@example.com,男,42,1977/10/19,既婚,A型,岡山県,015-112-5739,090-5476- 733,ドコモ,ぶっかけ・別口派
熊谷 俊介,くまがや しゅんすけ,kumagaya_shunsuke@example.com,男,11,2008/3/18,未婚,O型,兵庫県,033-570-9448,090- 293-4806,au,右ルー・せき止め派
長浜 めぐみ,ながはま めぐみ,nagahama_megumi@example.com,女,26,1993/5/12,既婚,O型,福岡県,035-219-3772,090-6726-9399,ドコモ,奥ルー・せき止め派
横川 美優,よこかわ みゅう,yokokawa_myuu@example.com,女,36,1983/3/22,既婚,A型,福岡県,012-990-4301,090-9084-9785,ドコモ,左ルー・混ぜ混ぜ派
大内 あや子,おおうち あやこ,oouchi_ayako@example.com,女,21,1998/5/5,既婚,B型,福島県,0 4-457-1866,090-2378-4569,au,ぶっかけ・別口派
榎本 俊二,えのもと しゅんじ,enomoto_shunji@example.com,男,42,1977/8/24,既婚,B型,島根県,045- 76-3223,080-6207-9798,ドコモ,ぶっかけ・ルー攻め派
若槻 花,わかつき はな,wakatsuki_hana@example.com,女,27,1993/1/27,未婚,A型,北海道,021-274-2454,080-6497-2217,au,左ルー・ルー攻め派
吉沢 えみ,よしざわ えみ,yoshizawa_emi@example.com,女,81,1938/10/21,既婚,B型,大阪府,077-935-4259,080-5944-  23,ドコモ,ぶっかけ・混ぜ混ぜ派
石坂 遥,いしざか はるか,ishizaka_haruka@example.com,女,70,1949/8/4,既婚,B型,東京都,0 5-672-2749,080-2641-3196,ツーカー,ぶっかけ・ルー攻め派
池上 翔子,いけがみ しょうこ,ikegami_shouko@example.com,女,29,1990/11/1,既婚,O型,愛知県,0 9- 79-2889,090-4980-4473,au,ぶっかけ・ルー攻め派
飯野 弘也,いいの ひろなり,iino_hironari@example.com,男,38,1981/5/29,既婚,O型,新潟県,043-779-2912,090-2993-8829,au,ぶっかけ・せき止め派
江崎 太朗,えざき たろう,ezaki_tarou@example.com,男,71,1948/7/6,既婚,A型,宮崎県,022-504-1356,090-4377-4510,ドコモ,ぶっかけ・混ぜ混ぜ派
赤松 栄一,あかまつ えいいち,akamatsu_eiichi@example.com,男,54,1965/10/12,既婚,O型,佐賀県,091-548-7141,090-3359-6552,ドコモ,ぶっかけ・別口派
工藤 季衣,くどう としえ,kudou_toshie@example.com,女,57,1962/8/1,既婚,A型,京都府,050-820-5674,080-6382- 231,ドコモ,右ルー・ナン派
岩本 悟志,いわもと さとし,iwamoto_satoshi@example.com,男,17,2002/6/7,未婚,A型,福岡県,044-887-2301,080-4881-4265,ドコモ,右ルー・せき止め派
内田 秀隆,うちだ ひでたか,uchida_hidetaka@example.com,男,22,1997/11/2,未婚,AB型,東京都,0 4- 20-7880,080-3623-5947,ドコモ,左ルー・別口派
安斎 たまき,あんざい たまき,annzai_tamaki@example.com,女,32,1987/11/23,未婚,O型,神奈川県,063-193-2342,090-6061-4171,ツーカー,奥ルー・せき止め派
竹下 幸子,たけした さちこ,takeshita_sachiko@example.com,女,19,2000/3/24,未婚,A型,鹿児島県,065-132-3541,090-7534-9659,au,左ルー・せき止め派
福島 知世,ふくしま ちせ,fukushima_chise@example.com,女,15,2004/11/10,未婚,A型,大分県,016-454-7869,080-1995-3170,ドコモ,ぶっかけ・混ぜ混ぜ派
塚本 薫,つかもと かおる,tsukamoto_kaoru@example.com,女,57,1962/8/18,既婚,O型,東京都,088-878-2449,080-9003-7377,au,左ルー・せき止め派
三田 仁晶,みた ひろあき,mita_hiroaki@example.com,男,34,1985/4/5,既婚,A型,愛知県,0 2- 83- 471,080-8768-1030,ソフトバンク,手前ルー・ナン派
野原 豊,のはら ゆたか,nohara_yutaka@example.com,男,58,1961/7/24,既婚,B型,東京都,072-457-6677,080-9260-1606,ドコモ,別盛り・せき止め派
落合 一輝,おちあい かずき,ochiai_kazuki@example.com,男,37,1983/2/6,未婚,A型,長野県,096-386-8661,090-2053-5847,au,ぶっかけ・せき止め派
山下 草太,やました そうた,yamashita_souta@example.com,男,42,1977/9/14,既婚,B型,大阪府,051-486-5540,080-8728-2616,ドコモ,ぶっかけ・混ぜ混ぜ派
村田 ジョージ,むらた じょーじ,murata_george@example.com,男,42,1977/2/22,既婚,O型,大阪府,0 7-720- 439,080-6863-8807,ドコモ,ぶっかけ・せき止め派
野中 智花,のなか ともか,nonaka_tomoka@example.com,女,27,1992/9/19,未婚,AB型,三重県,035-250-3989,090- 211-2163,ソフトバンク,左ルー・せき止め派
深田 なつみ,ふかだ なつみ,fukada_natsumi@example.com,女,50,1969/6/8,既婚,B型,東京都,015-402-5146,090-3579- 465,ソフトバンク,左ルー・せき止め派
大塚 真吾,おおつか しんご,ootsuka_shingo@example.com,男,67,1953/2/15,既婚,O型,秋田県,0 3- 28-3126,090-1822- 580,au,ぶっかけ・ルー攻め派
真矢 勇介,まや ゆうすけ,maya_yuusuke@example.com,男,27,1992/3/22,既婚,AB型,神奈川県,018-682-2536,090-5552-3439,ドコモ,奥ルー・ルー攻め派
高見 晋也,たかみ しんや,takami_shinya@example.com,男,30,1989/11/4,未婚,B型,東京都,0 5-759-9083,080-8817-5042,ソフトバンク,ぶっかけ・ナン派
深田 育子,ふかだ いくこ,fukada_ikuko@example.com,女,27,1992/5/24,未婚,A型,東京都,098-149-9452,080-8009-3297,au,左ルー・混ぜ混ぜ派
久保田 みゆき,くぼた みゆき,kubota_miyuki@example.com,女,17,2003/1/1,未婚,O型,兵庫県,086-720-2639,090-1253- 747,au,左ルー・せき止め派
神山 涼,かみやま りょう,kamiyama_ryou@example.com,女,31,1988/11/1,既婚,A型,福岡県,029-627-2091,080-6409-4210,ドコモ,左ルー・混ぜ混ぜ派
吉岡 慎之介,よしおか しんのすけ,yoshioka_shinnosuke@example.com,男,42,1978/1/11,既婚,B型,長野県,079-362-8204,090-6348-3547,ドコモ,左ルー・ルー攻め派
中塚 法嗣,なかづか ほうし,nakaduka_houshi@example.com,男,26,1993/10/19,既婚,B型,三重県,041-944-8633,080-3196-6009,au,右ルー・せき止め派
奥村 莉央,おくむら りお,okumura_rio@example.com,女,24,1995/11/21,既婚,O型,千葉県,066-429-  94,090-8619-5380,ドコモ,左ルー・別口派
寺尾 太朗,てらお たろう,terao_tarou@example.com,男,38,1981/12/19,既婚,A型,東京都,015-489- 661,080-9032- 146,ドコモ,右ルー・別口派
森川 礼子,もりかわ れいこ,morikawa_reiko@example.com,女,29,1990/6/8,既婚,O型,大阪府,053- 40-6530,090- 849-2250,ドコモ,左ルー・別口派
柴崎 エリカ,しばざき えりか,shibazaki_erika1@example.com,女,16,2003/3/2,未婚,A型,兵庫県,013-683-2652,080- 125-8481,ソフトバンク,奥ルー・せき止め派
飯田 光,いいだ ひかる,iida_hikaru@example.com,女,69,1951/1/17,既婚,B型,和歌山県,016-451-6672,090-8803-8787,au,左ルー・ルー攻め派
高原 ヒカル,たかはら ひかる,takahara_hikaru@example.com,女,79,1940/3/2,既婚,B型,静岡県,0 9-792-9340,080- 857-3118,au,手前ルー・別口派
志村 有起哉,しむら ゆきや,shimura_yukiya@example.com,男,64,1956/2/11,既婚,B型,神奈川県,020-494-1183,090-1517-8418,ドコモ,ぶっかけ・ルー攻め派
岡部 サンタマリア,おかべ さんたまりあ,okabe_stmaria@example.com,女,62,1957/9/15,既婚,O型,和歌山県,081-374-3531,090-4013-4000,ドコモ,左ルー・混ぜ混ぜ派
奥山 美菜,おくやま みな,okuyama_mina@example.com,女,33,1986/11/20,未婚,B型,神奈川県,055-297-3725,090-9355-9085,ドコモ,ぶっかけ・せき止め派
堀江 晋也,ほりえ しんや,horie_shinya@example.com,男,72,1947/3/13,既婚,O型,熊本県,038-517-9837,090-3587-2923,ソフトバンク,ぶっかけ・ルー攻め派
三谷 広司,みたに こうじ,mitani_kouji@example.com,男,41,1978/12/18,既婚,A型,福岡県,0 2-910-4046,090-8357-1455,au,奥ルー・ルー攻め派
新垣 しほり,あらがき しほり,aragaki_shihori@example.com,女,12,2008/1/22,未婚,A型,埼玉県,098-286-3380,090-1113- 494,ドコモ,左ルー・ルー攻め派
古賀 ケンイチ,こが けんいち,koga_kenichi@example.com,男,57,1963/2/10,既婚,A型,東京都,079-994-5513,090-7879-5495,ドコモ,ぶっかけ・ルー攻め派
石塚 竜也,いしづか たつや,ishiduka_tatsuya@example.com,男,38,1981/10/23,既婚,A型,東京都,0 4-574-7029,080- 930-1145,ソフトバンク,左ルー・別口派
吉岡 憲一,よしおか けんいち,yoshioka_kenichi@example.com,男,17,2002/3/25,未婚,A型,佐賀県,074-826-9255,090-9486-7262,au,右ルー・混ぜ混ぜ派
西村 晋也,にしむら しんや,nishimura_shinya@example.com,男,64,1955/10/25,既婚,O型,神奈川県,038-  2-5645,080-8060-2404,ドコモ,右ルー・せき止め派
関根 愛菜,せきね あいな,sekine_aina@example.com,女,69,1950/10/24,既婚,AB型,埼玉県,055-274-1861,080-5077-6193,au,右ルー・ルー攻め派
松木 美菜,まつき みな,matsuki_mina@example.com,女,37,1982/5/28,既婚,B型,北海道,080-143-7812,090-7145-8541,ソフトバンク,左ルー・ルー攻め派
島村 達士,しまむら たつひと,shimamura_tatsuhito@example.com,男,24,1995/7/19,未婚,AB型,福岡県,096-488-8741,090-1783-4047,ドコモ,左ルー・せき止め派
中山 幸平,なかやま こうへい,nakayama_kouhei@example.com,男,17,2002/7/28,未婚,O型,宮崎県,051-621-4787,080-2817-6609,ドコモ,ぶっかけ・混ぜ混ぜ派
小町 まひる,こまち まひる,komachi_mahiru@example.com,女,65,1954/11/5,既婚,A型,石川県,081-408-8377,080-3198-2873,ソフトバンク,奥ルー・ルー攻め派
杉原 綾女,すぎはら あやめ,sugihara_ayame@example.com,女,62,1957/5/11,既婚,A型,山口県,058-374-7655,090-9574-5055,ドコモ,手前ルー・せき止め派
坂井 みゆき,さかい みゆき,sakai_miyuki@example.com,女,49,1970/4/22,既婚,B型,東京都,022-960-2820,080-3198-6176,au,左ルー・せき止め派
市田 高史,いちだ たかし,ichida_takashi@example.com,男,24,1995/4/22,既婚,B型,鳥取県,030-519-6242,090-5206-7018,ドコモ,左ルー・せき止め派
遠山 里穂,とおやま りほ,tooyama_riho@example.com,女,34,1985/10/31,既婚,O型,埼玉県,020-170-9379,090-2183-8322,ドコモ,左ルー・ナン派
川添 勇,かわぞえ ゆう,kawazoe_yuu@example.com,女,50,1969/3/19,既婚,B型,福岡県,094-353-9650,090-6286-4546,au,手前ルー・混ぜ混ぜ派
若杉 サンタマリア,わかすぎ さんたまりあ,wakasugi_stmaria@example.com,男,60,1959/12/17,既婚,O型,長崎県,045-129- 316,080-1960-4030,ドコモ,奥ルー・せき止め派
三島 彩華,みしま あやか,mishima_ayaka@example.com,女,51,1968/4/16,既婚,A型,宮城県,041-197-7744,090-2187-4006,ドコモ,ぶっかけ・せき止め派
奥田 勇太,おくだ ゆうた,okuda_yuuta@example.com,男,33,1986/9/18,既婚,A型,滋賀県,033-672-9724,090-4820-9869,ドコモ,ぶっかけ・ナン派
岩佐 優,いわさ ゆう,iwasa_yuu@example.com,女,76,1943/9/28,既婚,O型,山梨県,0 5-351-3803,090-5451-4643,ドコモ,左ルー・別口派
栗田 敏也,くりた としや,kurita_toshiya@example.com,男,52,1967/5/9,既婚,B型,新潟県,020- 41-6505,080-9218-5341,ソフトバンク,奥ルー・混ぜ混ぜ派
車 宏,くるま ひろし,kuruma_hiroshi@example.com,男,61,1958/10/1,既婚,B型,大阪府,0 5-851-9220,090-3832- 351,ソフトバンク,左ルー・混ぜ混ぜ派
松木 理紗,まつき りさ,matsuki_risa@example.com,女,78,1942/1/4,既婚,B型,宮城県,012-593-2491,090-9398-2398,ドコモ,ぶっかけ・混ぜ混ぜ派
杉浦 たまき,すぎうら たまき,sugiura_tamaki@example.com,女,29,1990/8/29,未婚,A型,兵庫県,044-109-3491,090-9292-9453,ドコモ,奥ルー・せき止め派
石原 ヒロ,いしはら ひろ,ishihara_hiro@example.com,男,24,1995/12/5,未婚,A型,愛知県,012-433-5088,080-3964-8170,au,ぶっかけ・せき止め派
神戸 めぐみ,こうべ めぐみ,koube_megumi@example.com,女,35,1984/11/23,既婚,A型,山梨県,051-998-6048,090-2175-6701,au,左ルー・ルー攻め派
矢島 碧海,やじま おうが,yajima_ouga@example.com,男,72,1947/7/18,既婚,B型,三重県,062-703-2912,080-3812-9833,ドコモ,奥ルー・ルー攻め派
村井 恭子,むらい きょうこ,murai_kyouko@example.com,女,64,1955/11/24,既婚,O型,静岡県,081-863-4392,090-8369-2485,ドコモ,右ルー・ルー攻め派
堀川 美優,ほりかわ みゅう,horikawa_myuu@example.com,女,22,1997/11/29,未婚,A型,大阪府,031-239-8912,080-8931-7827,ソフトバンク,ぶっかけ・混ぜ混ぜ派
片平 美嘉,かたひら みか,katahira_mika@example.com,女,54,1965/10/28,既婚,O型,三重県,019-245-6743,090-7489-9521,ドコモ,右ルー・ナン派
高岡 綾,たかおか あや,takaoka_aya@example.com,女,43,1976/4/21,既婚,O型,北海道,0  -742-7791,080-9620-9239,ソフトバンク,右ルー・せき止め派
長谷部 倫子,はせべ のりこ,hasebe_noriko@example.com,女,49,1970/11/19,既婚,O型,神奈川県,010-592- 879,090-2719-4311,au,手前ルー・せき止め派
青木 朝香,あおき あさか,aoki_asaka@example.com,女,30,1989/9/21,既婚,B型,大阪府,098-499- 247,080-1868- 984,ソフトバンク,左ルー・ルー攻め派
大滝 そら,おおたき そら,ootaki_sora@example.com,女,55,1964/7/8,既婚,O型,神奈川県,026-577-3419,090-7192-8988,ドコモ,ぶっかけ・混ぜ混ぜ派
木村 しぼり,きむら しぼり,kimura_shibori@example.com,女,27,1992/10/20,未婚,O型,青森県,070-563-8500,080-2275-9992,ドコモ,奥ルー・別口派
関口 丈史,せきぐち たけし,sekiguchi_takeshi@example.com,男,29,1990/5/5,既婚,O型,沖縄県,062-279-9092,080-3706-4095,ドコモ,左ルー・ルー攻め派
高橋 千夏,たかはし ちなつ,takahashi_chinatsu@example.com,女,23,1996/8/11,未婚,B型,埼玉県,042-930-5465,090-1129-5421,ドコモ,左ルー・せき止め派
永野 まなみ,ながの まなみ,nagano_manami@example.com,女,64,1955/11/15,既婚,O型,埼玉県,028-258-1654,080-7527-5133,ドコモ,ぶっかけ・別口派
坂東 未華子,ばんとう みかこ,banntou_mikako@example.com,女,42,1977/2/25,既婚,AB型,東京都,094-474-3738,080-4595-5167,ソフトバンク,左ルー・せき止め派
城咲 真一,しろさき しんいち,shirosaki_shinichi@example.com,男,62,1958/1/29,既婚,B型,愛知県,087-202-2017,080-3201-2860,au,右ルー・ルー攻め派
本上 ひとり,ほんじょう ひとり,honjo_hitori@example.com,男,62,1958/2/3,既婚,O型,宮城県,090-171-7134,090-7842-5137,ドコモ,手前ルー・せき止め派
矢野 まひる,やの まひる,yano_mahiru@example.com,女,81,1938/5/15,既婚,A型,北海道,065-999-5894,090-9800-7722,ソフトバンク,左ルー・せき止め派
根本 誠治,ねもと せいじ,nemoto_seiji@example.com,男,13,2006/4/20,未婚,O型,三重県,069-503-1750,080-2619-9355,ドコモ,右ルー・混ぜ混ぜ派
坂元 小雁,さかもと こがん,sakamoto_kogan@example.com,男,48,1971/11/7,既婚,A型,埼玉県,038-131-3578,080-6638-5807,au,奥ルー・混ぜ混ぜ派
上原 咲,うえはら さき,uehara_saki@example.com,女,33,1986/7/1,既婚,A型,佐賀県,062-833-3213,080-8592-8577,ソフトバンク,右ルー・せき止め派
